"host_id","host_is_superhost","host_identity_verified","host_has_profile_pic","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_listings_count","review_scores_communication","price"
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.75,259
13451102,"f","t","t","2014-03-23","within a day","50%","100%",1,4.93,92
61175876,"f","t","t","2016-03-01","within an hour","100%","80%",4,5,71
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,4.94,254
14804867,"t","t","t","2014-04-27","within a few hours","100%","91%",4,4.96,85
257685807,"t","t","t","2019-04-23","within an hour","100%","100%",2,5,900
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.8,235
461085634,"f","t","t","2022-05-26","within a day","50%","25%",2,NA,90
407078,"f","t","t","2011-02-23","a few days or more","0%","0%",3,4.9,58
430380865,"f","t","t","2021-11-04","N/A","N/A","100%",1,4.83,120
502440822,"f","t","t","2023-02-23","within an hour","100%","60%",8,NA,66
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,448
4264890,"t","f","t","2012-11-27","within an hour","100%","97%",5,4.95,115
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,5,504
486007573,"t","t","t","2022-11-02","within an hour","97%","52%",5,5,100
642004,"t","t","t","2011-05-30","within an hour","100%","94%",2,5,190
262224408,"f","t","t","2019-05-16","within an hour","84%","100%",7,4.54,386
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,NA,68
61175876,"f","t","t","2016-03-01","within an hour","100%","80%",4,5,114
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,372
7130003,"t","t","t","2013-06-26","within an hour","100%","100%",2,4.9,260
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,700
410066428,"t","t","t","2021-06-30","within an hour","100%","100%",4,4.94,155
4059918,"f","t","t","2012-11-04","within a few hours","100%","N/A",2,4.86,140
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,316
53369411,"f","t","f","2016-01-04","within a few hours","100%","N/A",1,NA,1560
283511343,"f","t","t","2019-08-06","N/A","N/A","N/A",1,NA,150
131973779,"f","f","t","2017-05-25","N/A","N/A","N/A",1,NA,80
495796281,"f","t","t","2023-01-12","within an hour","93%","98%",7,NA,150
23390186,"f","t","t","2014-11-05","N/A","N/A","N/A",2,5,NA
391726093,"f","t","t","2021-03-08","within an hour","97%","97%",6,4.83,194
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,NA
10243387,"t","t","t","2013-11-25","within a day","100%","100%",2,4.97,NA
17106992,"f","t","t","2014-06-22","N/A","N/A","N/A",1,5,NA
3707465,"f","t","t","2012-09-29","N/A","N/A","N/A",1,4.82,NA
11837926,"f","t","t","2014-02-01","within a few hours","100%","100%",3,4.8,175
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,4.95,412
520265731,"f","f","t","2023-06-16","within an hour","100%","100%",1,4.69,167
2582109,"f","t","t","2012-06-08","N/A","N/A","67%",1,5,400
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,3.5,147
407304997,"f","t","t","2021-06-15","within a few hours","80%","100%",24,5,209
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,5,350
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.58,274
510577,"t","t","t","2011-04-15","within a few hours","100%","N/A",1,4.96,192
502440822,"f","t","t","2023-02-23","within an hour","100%","60%",8,NA,75
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,5,520
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,4.86,175
2171676,"t","t","t","2012-04-18","within an hour","83%","100%",1,4.97,64
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,250
488855227,"f","t","t","2022-11-23","within a few hours","90%","90%",16,NA,68
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,4.91,170
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,367
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,4.67,79
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,784
454333811,"","t","t","2022-04-14","within an hour","100%","80%",10,4.93,NA
51501835,"f","t","t","2015-12-16","within a day","56%","44%",154,4.67,180
16437400,"f","t","t","2014-06-05","within a few hours","90%","50%",1,NA,279
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,250
378853274,"f","t","t","2020-12-08","within an hour","97%","99%",5,4.92,399
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,93
6263282,"f","t","t","2013-05-06","within an hour","100%","100%",1,4.95,300
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,175
26295451,"f","t","t","2015-01-18","N/A","N/A","100%",3,5,200
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,NA,215
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.75,259
10283798,"f","t","t","2013-11-26","within a day","100%","N/A",1,4.89,80
307345384,"t","t","t","2019-11-05","within an hour","100%","100%",2,4.87,369
461085634,"f","t","t","2022-05-26","within a day","50%","25%",2,NA,524
19536090,"f","t","t","2014-08-05","N/A","N/A","100%",1,4.97,300
127468098,"f","f","t","2017-04-25","within an hour","100%","98%",1,4.89,248
24520756,"f","t","t","2014-12-05","a few days or more","0%","0%",1,5,110
403843912,"t","t","t","2021-05-27","within an hour","100%","100%",1,5,753
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,4.6,160
495796281,"f","t","t","2023-01-12","within an hour","93%","98%",7,4.88,129
65527002,"t","t","t","2016-04-02","within an hour","100%","100%",1,4.96,75
20822611,"t","t","t","2014-09-01","within an hour","100%","100%",1,4.96,225
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,NA,522
18261318,"f","t","t","2014-07-17","N/A","N/A","N/A",1,5,400
2267864,"f","f","t","2012-05-01","within a few hours","100%","31%",2,4.91,241
351339834,"t","t","t","2020-06-22","N/A","N/A","75%",1,4.98,NA
533234561,"f","t","t","2023-08-22","within a few hours","82%","79%",85,NA,192
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,4.5,1185
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,NA,165
533292672,"f","t","t","2023-08-22","within an hour","100%","64%",20,NA,46
12502207,"f","t","t","2014-02-23","within a day","75%","67%",2,4.91,165
23772724,"f","t","t","2014-11-15","within an hour","100%","83%",75,5,170
468947930,"f","t","t","2022-07-11","within an hour","80%","68%",13,NA,55
3440653,"t","t","t","2012-09-01","within a few hours","100%","75%",2,4.92,155
45605416,"f","t","t","2015-10-02","N/A","N/A","100%",1,5,159
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,95
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,5,175
279924130,"f","t","t","2019-07-28","within an hour","100%","N/A",1,NA,225
235073206,"f","t","t","2019-01-07","within an hour","94%","100%",8,NA,49
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.73,191
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,1468
7539044,"f","t","t","2013-07-17","within an hour","100%","50%",1,5,366
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,424
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,135
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,5,285
46855885,"t","t","t","2015-10-18","within an hour","100%","100%",2,5,162
49704571,"f","t","t","2015-11-23","within an hour","78%","68%",8,4.91,90
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,121
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,5,175
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,784
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,NA,75
482894767,"t","t","t","2022-10-09","within an hour","98%","97%",4,4.62,232
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,135
7130003,"t","t","t","2013-06-26","within an hour","100%","100%",2,4.93,199
502440822,"f","t","t","2023-02-23","within an hour","100%","60%",8,4,66
389899,"f","t","t","2011-02-13","N/A","N/A","N/A",3,4.92,175
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,NA,68
10232293,"f","t","t","2013-11-24","within a day","50%","100%",1,5,160
493212331,"f","t","t","2022-12-28","within an hour","100%","100%",1,4.79,360
231515893,"t","t","t","2018-12-19","within an hour","100%","100%",1,4.91,673
562093838,"f","t","t","2024-02-14","within an hour","99%","100%",5,4.46,425
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,4.67,242
13134612,"t","t","t","2014-03-14","within a day","100%","100%",1,5,191
6231683,"t","t","t","2013-05-05","within an hour","100%","89%",2,4.87,221
61175876,"f","t","t","2016-03-01","within an hour","100%","80%",4,4.94,71
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,135
1346505,"f","t","t","2011-10-28","within an hour","100%","100%",1,5,200
302903408,"f","t","t","2019-10-17","within an hour","100%","70%",9,5,800
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,4.33,200
75098854,"f","t","t","2016-05-31","a few days or more","40%","47%",3,4.79,52
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,80
265458818,"f","t","t","2019-05-31","within an hour","91%","98%",5,4.67,494
28667594,"f","t","t","2015-03-03","a few days or more","0%","N/A",1,NA,320
9057251,"t","t","t","2013-09-25","within a few hours","91%","8%",1,4.92,288
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,NA,110
113723310,"f","t","t","2017-01-28","within an hour","100%","87%",61,4.75,250
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,292
16308791,"f","t","t","2014-06-02","within a day","100%","25%",1,4.9,195
482894767,"t","t","t","2022-10-09","within an hour","98%","97%",4,NA,205
17775359,"t","t","t","2014-07-07","within an hour","99%","88%",86,NA,879
17775359,"t","t","t","2014-07-07","within an hour","99%","88%",86,NA,727
124855093,"t","t","t","2017-04-08","within an hour","100%","99%",2,4.97,171
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,4.67,120
395671107,"f","t","t","2021-04-05","within a day","70%","37%",36,4,76
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,4.87,228
23090343,"t","t","t","2014-10-28","within an hour","100%","100%",2,4.9,313
495796281,"f","t","t","2023-01-12","within an hour","93%","98%",7,4.75,179
1035102,"f","t","t","2011-08-29","a few days or more","0%","0%",1,5,100
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.56,288
495796281,"f","t","t","2023-01-12","within an hour","93%","98%",7,4.6,146
11837926,"f","t","t","2014-02-01","within a few hours","100%","100%",3,5,175
461252637,"t","t","t","2022-05-27","within an hour","100%","100%",1,4.94,462
305489297,"f","t","t","2019-10-30","within an hour","100%","93%",5,4.9,160
17775359,"t","t","t","2014-07-07","within an hour","99%","88%",86,NA,367
85910634,"f","f","t","2016-07-25","N/A","N/A","N/A",1,NA,160
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.95,489
2867137,"f","t","t","2012-07-08","within an hour","92%","86%",95,5,485
7053876,"f","t","t","2013-06-22","within a day","100%","0%",1,5,180
51501835,"f","t","t","2015-12-16","within a day","56%","44%",154,4.8,100
9285314,"t","t","t","2013-10-07","within an hour","100%","100%",2,5,110
448326434,"f","t","t","2022-03-06","within an hour","100%","100%",42,5,278
348619646,"f","t","t","2020-06-03","within an hour","100%","95%",51,4.72,260
429258372,"f","t","t","2021-10-27","within a few hours","100%","0%",1,4.83,106
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.25,846
588623578,"f","f","t","2024-07-09","within a few hours","75%","100%",8,NA,400
5008870,"t","t","t","2013-02-07","within a few hours","100%","88%",1,4.94,149
502440822,"f","t","t","2023-02-23","within an hour","100%","60%",8,5,75
3801683,"f","t","t","2012-10-08","N/A","N/A","N/A",2,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,702
302903408,"f","t","t","2019-10-17","within an hour","100%","70%",9,4.88,950
388603242,"f","t","t","2021-02-14","within an hour","99%","100%",13,4.94,251
14804867,"t","t","t","2014-04-27","within a few hours","100%","91%",4,5,99
171636572,"t","t","t","2018-02-04","within an hour","100%","93%",1,4.97,156
3929037,"f","t","t","2012-10-20","N/A","N/A","0%",1,NA,255
128256,"t","f","t","2010-05-19","within a few hours","100%","86%",2,4.99,295
424296351,"f","t","t","2021-09-23","within a day","74%","71%",101,NA,208
33616515,"f","t","t","2015-05-18","within a few hours","100%","74%",11,NA,80
24625767,"f","t","t","2014-12-08","N/A","N/A","N/A",1,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,310
30532557,"f","t","t","2015-04-03","within a day","82%","67%",21,2,43
537934683,"f","t","t","2023-09-19","within an hour","67%","100%",2,NA,70
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,486
489878101,"t","t","t","2022-12-01","within an hour","100%","79%",7,NA,65
5962196,"f","t","t","2013-04-17","a few days or more","0%","N/A",2,4.41,200
377953873,"f","t","t","2020-12-02","within an hour","100%","86%",4,4.64,115
389899,"f","t","t","2011-02-13","N/A","N/A","N/A",3,4.89,165
2204078,"f","t","t","2012-04-23","within a day","100%","0%",1,4.87,275
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,1264
22541573,"f","t","t","2014-10-14","within an hour","100%","100%",263,5,329
159355723,"f","t","t","2017-11-19","within a few hours","96%","76%",147,4.58,276
121369530,"t","f","t","2017-03-18","within a few hours","100%","75%",1,4.89,77
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,948
1387286,"f","f","t","2011-11-09","N/A","N/A","N/A",2,5,NA
10896584,"f","t","t","2013-12-29","N/A","N/A","N/A",1,4.83,NA
68945584,"f","t","t","2016-04-25","N/A","N/A","N/A",1,NA,NA
9173924,"f","f","t","2013-10-01","within a day","100%","0%",1,5,180
37186427,"f","t","t","2015-06-30","N/A","N/A","N/A",1,4,NA
16296388,"f","t","t","2014-06-02","N/A","N/A","N/A",1,4.75,NA
171697479,"f","t","t","2018-02-04","within an hour","100%","97%",25,4.72,75
50001302,"f","t","t","2015-11-27","N/A","N/A","N/A",1,5,NA
5909599,"f","t","t","2013-04-13","within an hour","100%","67%",6,4.95,NA
225889604,"f","t","t","2018-11-15","within an hour","90%","67%",3,4.91,65
203266238,"f","t","t","2018-07-18","within an hour","100%","100%",6,4.5,60
233665357,"t","f","t","2019-01-01","within an hour","100%","100%",1,4.96,99
37191276,"f","f","t","2015-06-30","N/A","N/A","N/A",1,NA,NA
2830197,"f","t","t","2012-07-04","N/A","N/A","N/A",1,5,NA
37188098,"f","t","t","2015-06-30","N/A","N/A","N/A",2,4.89,NA
475708922,"f","f","t","2022-08-18","N/A","N/A","N/A",2,NA,750
15265556,"f","t","t","2014-05-08","N/A","N/A","N/A",1,NA,NA
297222629,"f","t","t","2019-09-22","within an hour","100%","100%",4,4.64,101
468527022,"f","t","t","2022-07-09","within an hour","98%","100%",6,4.5,322
51589519,"","t","t","2015-12-17","within an hour","99%","88%",38,4.71,168
25712247,"f","f","t","2015-01-06","N/A","N/A","N/A",1,NA,NA
13148824,"f","t","t","2014-03-15","N/A","N/A","N/A",1,5,NA
2384086,"f","t","t","2012-05-15","N/A","N/A","N/A",1,NA,NA
10727561,"f","t","t","2013-12-20","within a few hours","100%","0%",1,NA,200
1422833,"f","t","t","2011-11-19","N/A","N/A","N/A",1,5,NA
3758471,"f","t","t","2012-10-04","N/A","N/A","N/A",2,5,NA
2483508,"f","t","t","2012-05-28","N/A","N/A","N/A",1,NA,NA
335966370,"f","t","t","2020-02-13","N/A","N/A","N/A",1,4.53,NA
71746226,"f","t","t","2016-05-12","N/A","N/A","N/A",1,5,NA
4396337,"f","t","t","2012-12-13","N/A","N/A","N/A",1,5,NA
6994503,"f","t","t","2013-06-19","N/A","N/A","N/A",1,4.89,NA
219517861,"f","t","t","2018-10-08","within an hour","98%","100%",89,4.67,320
50282201,"f","t","t","2015-12-01","N/A","N/A","N/A",1,NA,NA
171697479,"f","t","t","2018-02-04","within an hour","100%","97%",25,5,105
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,NA,332
59552219,"f","t","t","2016-02-20","N/A","N/A","N/A",1,5,NA
137522531,"f","t","t","2017-06-28","within an hour","100%","84%",7,NA,NA
56732131,"t","t","t","2016-01-30","within a few hours","90%","92%",1,4.97,395
37188098,"f","t","t","2015-06-30","N/A","N/A","N/A",2,5,NA
107434423,"f","t","t","2016-12-16","within an hour","100%","96%",4494,5,357
33607986,"f","t","t","2015-05-17","within an hour","100%","100%",2,4.95,117
501999278,"f","t","t","2023-02-20","within an hour","98%","88%",2950,NA,135
5758215,"f","f","t","2013-04-03","within a day","90%","N/A",2,NA,332
305240193,"f","t","t","2019-10-29","within a few hours","100%","79%",382,NA,98
